GENE NAMES	Fold change	p-value	SIGN	LOGP	RANK
CNDP1	-10000	0.085900067			
HNRNPAB	-1.660338742	0.275871024			
FYCO1	-10000	0.221594534			
RBKS	1.159361457	0.935859177			
IFT122	-10000	0.221594489			
PLGRKT	-10000	0.103195897			
DCTN4	-2.851327746	0.215770006			
UFC1	-10000	0.015664674			
BACE2	-10000	0.134391911			
VILL	-1.337188803	0.416612373			
"=""DNAJB6"	-1.341588682	0.667270147			
SEMA7A	-10000	0.158448831			
FCN3	2.328216328	0.696811683			
CPD	1	1			
SASH1	1.515719935	0.442433692			
ADGRL1	-10000	0.192011905			
VAPB	12.11039859	0.024354683			
"=""GSTT2B"	-4.496408223	0.384942191			
RPL35A	-10000	0.007834945			
LAMA1	-2.492868303	0.416612343			
MAP4	-4.743477761	0.154358654			
ARL2	-1.274599346	0.881144331			
HTT	-3.130220862	0.184984769			
MAPK9	1.490164006	0.995289688			
"=""EIF1AX"	-10000	0.015391699			
EFNB2	-2.241443723	0.416612377			
RPS15	2.277545974	0.656937752			
RHAG	-1.061992494	0.686641721			
EEF1A2	-10000	0.387425512			
TMED1	10000	0.008175336			
HDAC1	-2.117505211	0.428525643			
DSG2	1.646194437	0.580165995			
TBCE	1.168315697	0.935857759			
SLC25A35	-10000	0.221594537			
SVEP1	-10000	0.189197939			
NT5DC1	-10000	0.02336833			
FCRL6	1.529469971	0.676581253			
CIAPIN1	-4.514674376	0.238475686			
TENM4	-10000	0.387425552			
DHRS11	-10000	0.174667573			
TSPAN33	2.71895418	0.527702829			
METTL13	-10000	0.067299184			
GBP7	-3.09729084	0.118915389			
GATD1	-4.18730213	0.080500204			
MTMR14	-1.669975137	0.289436298			
PPFIBP2	-3.624226992	0.107163346			
PIGK	17.88071735	0.255232796			
MMAB	1.659703969	0.935858624			
NARS2	1	1			
SPG11	-1.517236371	0.901612384			
INPP4A	-1.663292505	0.866180723			
CSF3R	11.07451167	0.090529492			
PAFAH2	10.05111721	0.030892358			
PBDC1	3.092663728	0.434060804			
LNPK	2.394448002	0.14926152			
PDGFD	1.604701233	0.911279847			
MRPL44	1.208091381	0.935858183			
EML4	-10000	0.221594533			
TIGAR	-1.147391005	0.785758299			
NDUFAF4	10000	0.002258981			
RCC2	4.837925483	0.580166184			
STAP1	1.036738865	0.785758589			
MOB4	-1.277100451	0.294634014			
PLOD2	1	1			
TRAPPC3	-2.376236979	0.223838712			
CD5L	-3.802522395	0.370068197			
HLA-DQB1	10000	0.126799163			
LPA	1	1			
PARP1	1	1			
PIM1	1	1			
AMT	-10000	0.134391923			
NDUFA8	-10000	0.134391904			
TPD52	-1.52125646	0.41661245			
PTEN	2.166751439	0.45052023			
BPTF	-1.028782045	0.685520172			
SF3A3	2.586621497	0.338026526			
PRKG2	-3.442377869	0.590271921			
MYO9B	-1.118473285	0.574292623			
ALCAM	10000	0.150337133			
EIF2B1	-2.177723977	0.400775216			
"=""RBM39"	1	1			
GANAB	-10000	0.067231249			
"=""ANGPT1"	-10000	0.134391908			
PDCD4	-10000	0.387425473			
RILPL1	8.505478984	0.1450077			
C6orf132	-10000	0.190791704			
HECTD3	1.849933121	0.580166248			
BSPRY	-10000	0.083881931			
RNF123	1	1			
FSTL4	-10000	0.134391918			
KIAA0825	-10000	0.387425465			
THNSL1	-10000	0.346044637			
VPS37A	1	1			
WDR19	-10000	0.083881929			
GRPEL2	2.025123811	0.759796019			
SLC25A40	10000	0.002258981			
"=""CASTOR1"	2.159763082	0.374819095			
MUC16	1.859564714	0.425826581			
LRRC45	3.21596293	0.580166154			
CFAP44	-2.646047278	0.660774807			
VPS13A	-10000	0.110548589			
APOO	1.883177701	0.889838645			
NUDT9	2.441193777	0.464993693			
SRRT	-2.027867632	0.644208255			
WDR13	-4.381680932	0.215973975			
TRIOBP	-10000	0.03272776			
POFUT1	-10000	0.065442867			
SEPSECS	-10000	0.060108944			
"=""WASH6P"	1	1			
FSCN3	1	1			
TSKS	2.005873682	0.580166057			
SUPT16H	1.182188607	0.43406084			
COMMD10	-1.53353047	0.533568461			
FAM168B	10000	0.030817496			
GOLIM4	1	1			
IKBKB	-2.909606163	0.315245577			
ZZEF1	-1.786835615	0.672663385			
SYNGR1	1.180501711	0.759098952			
KIF1B	10000	0.126775791			
CILP	1.943099535	0.58016617			
TACC2	-1.136443582	0.828801628			
ACTL6A	-2.395429266	0.313177918			
HLA-A	4.199504648	0.512141224			
ENO2	-1.532474753	0.480814396			
PLCG1	1	1			
"=""TUBG2"	-10000	0.387425536			
YWHAB	1.800422802	0.430361374			
MRPL12	3.227324984	0.661168609			
HBG1	-10000	0.056462085			
FKBP3	1.095535933	0.417201485			
KDSR	-10000	0.134391926			
GOLGA2	-1.001455007	0.820052606			
"=""TUBA3C"	1	1			
ARHGEF7	-1.120673261	0.785758072			
PTK2B	-10000	0.193811323			
ITPR2	-1.154544459	0.712278674			
EMC2	10000	0.03875043			
RAB3GAP1	-10000	0.063082361			
TRAM1	3.242308949	0.434060816			
CRYBG3	-3.15781612	0.608195186			
SIGIRR	1.731532904	0.345752402			
INTS5	-10000	0.033741346			
PLXDC2	1	1			
PODN	1	1			
RETREG3	13.40223291	0.071730069			
CMIP	-1.177334013	0.935858753			
KIAA2013	1	1			
TMEM252	1	1			
SUMF2	-10000	0.134391926			
CNNM3	-10000	0.018613924			
ELMO1	-1.950621745	0.912946936			
PBXIP1	10000	0.126775793			
SLC22A18	8.399582082	0.018685807			
SLC35E1	10000	0.030817493			
CFAP57	10000	0.126775798			
JMJD8	-10000	0.387425521			
TSNAX	-10000	0.134391909			
C17orf62	3.384878105	0.580166304			
IFT27	-10000	0.111456289			
TNKS1BP1	6.17401353	0.504960079			
SELENOI	1	1			
NAT10	1	1			
PARVG	-10000	0.17288982			
XAB2	-1.142596302	0.935858495			
EMC7	1	1			
EIF2B3	-10000	0.011448391			
GID8	1.455708508	0.78575841			
CGN	-1.923932355	0.297088289			
SEC63	10000	0.030817494			
TBK1	-10000	0.189061072			
ERG28	1.557786548	0.805542473			
TRAPPC4	-10000	0.021143659			
MTMR11	-10000	0.327870465			
FAAH	1	1			
CHL1	-10000	0.185846888			
TGM5	-2.168513959	0.820844271			
SERPINB7	10000	0.12677578			
PIK3C2G	1	1			
SEC24A	-1.452971434	0.687632519			
IGLV6-57	1	1			
LGALS2	-10000	0.034019619			
PLEK	5.191406186	0.563181214			
"=""FABP4"	-2.149547961	0.924307544			
S100A4	-10000	0.003699387			
GLRX	-10000	0.011725048			
LEP	-1.861781736	0.863025535			
CASP6	3.729346421	0.20718033			
GSDMD	-10000	0.023452965			
UBXN1	-10000	0.023363704			
CHIT1	10000	0.008175336			
PRPSAP1	1.562348609	0.909387506			
TRADD	4.374315171	0.142168261			
DBN1	1.094852371	0.969331142			
EMB	10000	0.126775784			
"=""ARPIN"	-10000	0.083881942			
P2RY8	2.765963293	0.075035316			
SIRT2	-10000	0.053282233			
OSCAR	-10000	0.19272676			
RASEF	-10000	0.060378668			
SLC39A11	1.210974382	0.935859066			
PREX1	1.868188019	0.90938774			
DYNC2LI1	1.609297344	0.434060816			
C18orf8	-10000	0.387425537			
LRRC37B	1	1			
S100A13	-10000	0.007456468			
SLC29A1	10000	0.126768312			
MRPL1	-10000	0.38742554			
PAIP1	-1.78633508	0.223838711			
CLPB	7.071659064	0.071730068			
SEMA4B	-10000	0.193571179			
PLCB1	-10000	0.105598253			
TXNDC16	1	1			
IPO11	-10000	0.03826474			
PDE10A	10000	0.126775783			
STK38L	-10000	0.192313854			
SLC33A1	1.021729829	0.795716342			
CCS	2.108222967	0.434060895			
SIGLEC5	-10000	0.221594534			
B4GALT3	-10000	0.352347592			
DKC1	-10000	0.221594534			
"=""SRGAP2"	-10000	0.221594532			
SNAP29	-10000	0.053282234			
CRYZL1	-1.450296427	0.574292752			
ADH1B	-10000	0.22159449			
KLKB1	4.056726913	0.470449533			
SLC4A2	-10000	0.01033997			
CSF1	1	1			
IGHD	-10000	0.060271115			
PKM	11.17253028	0.075409329			
TBXAS1	-10000	0.387425478			
ATP5D	-10000	0.063320715			
HLA-B	10000	0.002258981			
"=""LCN1"	-1.001249378	0.158612402			
YAP1	1	1			
GYG1	-10000	0.065108108			
PTDSS1	10000	0.043616958			
RPS25	-10000	0.193923974			
"=""VAMP2"	1	1			
GNG5	-10000	0.003037474			
PSPH	-10000	0.112382737			
CDK18	-10000	0.134391907			
OVGP1	-10000	0.042825273			
MFAP5	-10000	0.028600891			
LAMA3	15.18895742	0.024354681			
TMEM52B	-10000	0.182793052			
ACSBG2	1	1			
FREM1	-10000	0.112380645			
EFHC2	1	1			
KLHL10	-10000	0.2215945			
MARK2	-2.916783869	0.308263072			
EEPD1	-4.486711404	0.106459279			
TRAPPC11	-10000	0.039714357			
"=""GOLGA7"	-10000	0.034252484			
FLAD1	1	1			
ANP32B	3.564026067	0.184805808			
GLYATL1	-1.462226893	0.785758167			
MARVELD3	10000	0.126775781			
SEH1L	-10000	0.172166071			
GNPNAT1	-10000	0.035225979			
L3HYPDH	1.388558337	0.935858495			
SEMA3C	-10000	0.060371447			
ABHD14A	-2.582931462	0.646994347			
OSBPL1A	3.49935164	0.434060874			
FAM234A	4.774362551	0.619893194			
XPO5	-10000	0.387425508			
RPRD1B	-10000	0.19380034			
TOMM22	10000	0.008175336			
SLC38A7	1	1			
ADPRHL2	3.510632164	0.580166205			
SH3BGRL2	-10000	0.002803071			
WDR7	-1.417895901	0.364626804			
"=""PCDHA11"	1	1			
NUDT21	1.117846169	0.676586958			
ALDH1A2	-10000	0.346539711			
ZFPL1	-10000	0.221594517			
F10	-10000	0.193865349			
IGKV1-16	1	1			
"=""ERBB2"	1.066563688	0.935858772			
IGFBP1	1	1			
RBP1	-10000	0.134391911			
PTPRF	1	1			
AGA	-10000	0.110601574			
CXCR2	-10000	0.176857874			
MCM3	-10000	0.365678271			
S100A2	-3.931878493	0.10160361			
TMPO	10000	0.126775794			
ECE1	10000	0.037141565			
RECQL	-10000	0.387425465			
SLC6A12	1	1			
MAPKAPK2	-10000	0.023362863			
ARRB1	-10000	0.221594505			
MTHFS	2.480188007	0.074451229			
GMPS	1	1			
SLC26A2	-10000	0.221594499			
NUP107	-10000	0.387425518			
SEC61B	-10000	0.038349146			
CSNK1G2	1.051883833	0.785758225			
MRPS35	-10000	0.387425489			
PCDH1	-10000	0.221594523			
IFT88	2.861264906	0.580166078			
EIF2B5	-2.891463894	0.159546163			
GPM6B	-10000	0.221594508			
PDCD11	10000	0.030817494			
CASP8	-10000	0.053282239			
"=""IFI16"	-10000	0.193709629			
TPD52L1	5.717386969	0.184805789			
ALG11	-10000	0.018052916			
LRRFIP1	2.055789554	0.699392199			
VMA21	-10000	0.387425508			
NXN	-10000	0.112317541			
C8orf82	-10000	0.221594469			
RICTOR	-10000	0.036566667			
BAIAP2L2	1	1			
ADAMTSL2	1	1			
TAX1BP1	-10000	0.023432219			
"=""HOMER1"	-10000	0.064325536			
FAM114A1	-2.048134846	0.656744678			
ASCC3	2.223275114	0.728007597			
NME8	10000	0.126775772			
SCFD2	-1.121583657	0.881144262			
PSPC1	-10000	0.023362863			
"=""RPE"	1	1			
SH3KBP1	-1.49193976	0.785758478			
SGSM3	-10000	0.161811974			
TMX3	1.622002383	0.935858845			
ACOX2	4.149379106	0.994137319			
STRA6	-2.991066207	0.634237307			
MMP25	1	1			
BCLAF1	-10000	0.110070114			
H2AFY2	-10000	0.387425491			
ABCF2	1	1			
COG5	-10000	0.083881934			
FBXO7	-10000	0.191166506			
USP15	2.416772453	0.434060802			
IGHV1-18	1	1			
PES1	10000	0.126775791			
MAST4	-10000	0.038634155			
PLXNB1	-10000	0.387425491			
TLR5	1	1			
STX11	-10000	0.03022271			
LY6G6C	-1.463745376	0.457867826			
EGF	-10000	0.041286657			
IGHV3-13	-10000	0.03612377			
MMP10	-10000	0.346539711			
UQCRB	-10000	0.134391921			
ITGAL	1	1			
FKBP2	-10000	0.053282227			
"=""FGF9"	-1.179359506	0.967443637			
STX2	10000	0.126775784			
"=""RBMX"	2.824225927	0.580166096			
MCAM	1	1			
DNASE1L1	-10000	0.112230175			
VPS41	-10000	0.083881926			
DNM2	-10000	0.038937674			
NCKAP1L	3.949936138	0.245835904			
"=""GNAS"	-10000	0.387425489			
MRPS9	-10000	0.387425521			
FUT2	1.526441734	0.315756693			
NUP160	-10000	0.183184796			
ABR	1.387318505	0.580166096			
GOLGB1	-2.036998418	0.483342116			
PDK3	1.149154548	0.935858808			
RBBP7	1	1			
ATP6V1F	-10000	0.031220872			
HLA-DRB1	5.849586282	0.279053978			
RRP12	1	1			
HBM	-2.141212036	0.272179742			
LYPD2	1.144693221	0.720422542			
MPRIP	-10000	0.134391917			
MROH2B	1	1			
RTN4RL1	-10000	0.176250479			
ZDHHC13	-10000	0.221594493			
PNPLA6	-10000	0.2215945			
PELP1	-10000	0.22159452			
RAPGEF4	-1.632372496	0.957701244			
MAGOHB	-10000	0.057504097			
PPCDC	10000	0.002324398			
ASB9	1.096509486	0.935858827			
C16orf58	-1.065467351	0.456664742			
FBXL20	-3.974354464	0.082863263			
GBP4	6.927243334	0.461332213			
PURB	10000	0.008175336			
NDFIP1	1	1			
ANP32E	3.72075	0.580166248			
HNRNPUL1	10000	0.030817495			
DPCD	-10000	0.13439191			
ALOXE3	-10000	0.353656813			
XYLT2	-10000	0.352347592			
MRPL39	-10000	0.38742554			
EHD2	3.025454671	0.580166205			
EMC3	10000	0.126775783			
RAI14	-2.044540313	0.475615686			
WDR35	-10000	0.387425518			
GULP1	-3.245962301	0.444935039			
PRG3	-10000	0.009436944			
WASHC3	-10000	0.221594502			
FIS1	-10000	0.083881919			
PTRH2	1.474781269	0.935858219			
IGHV3-64	-10000	0.105039207			
IGHV5-10-1	-10000	0.10376383			
PPP1R12A	-1.103391855	0.93585925			
ADCY3	2.675384608	0.207180342			
NDUFS6	-10000	0.168844986			
PRPF6	10000	0.126775784			
CLSTN1	1	1			
ABHD16A	1	1			
MOCS2	1.703763543	0.935857741			
CST1	10000	0.159993411			
"=""HLA-A"	1	1			
"=""IGKV2-30"	1	1			
ACPP	-10000	0.059845927			
PECAM1	1	1			
TYK2	-10000	0.221594505			
HLA-B	10000	0.036626825			
FBN1	1	1			
DEK	-10000	0.387425546			
MSH2	-1.953203792	0.574292621			
BRCC3	1.141334386	0.925796115			
RABGGTB	-10000	0.016137224			
RBX1	-10000	0.053282239			
OCRL	-10000	0.063014295			
"=""NOTCH2"	1	1			
"=""CYP4F3"	-10000	0.334059516			
URB2	-1.435150851	0.949414106			
USP10	-10000	0.036582156			
PLCB4	-1.398737858	0.57429263			
GPAT3	-10000	0.183184796			
MTUS2	-10000	0.221594489			
ABCC10	-10000	0.387425537			
SLC39A4	1	1			
WDR82	1	1			
TRMT10C	1	1			
SDK1	-10000	0.221594516			
SERINC5	-10000	0.134391902			
RHOT1	1.066595874	0.935859361			
LPCAT1	10000	0.126775793			
SPATA20	1	1			
MAPK15	-10000	0.002222853			
BICD2	-10000	0.106698163			
UBLCP1	-2.617531105	0.215770058			
AP3S1	7.091996034	0.207180351			
TMEM143	10000	0.126775772			
CLDN23	-10000	0.331278324			
C1GALT1C1	1.030955439	0.935858588			
FUBP3	4.363142514	0.207180342			
ADPGK	1	1			
PELO	-10000	0.350819118			
WDR11	-10000	0.221594496			
SLC19A3	-10000	0.328272793			
RNF39	-1.063461868	0.720422402			
ALG2	-10000	0.083881934			
UBE2Z	-1.947837399	0.926704143			
COG4	-10000	0.066623228			
TRIM36	10000	0.009919605			
AAAS	1	1			
FAM114A2	-10000	0.065446402			
DIAPH3	15.91387814	0.017863716			
UFSP2	1.198140086	0.580166193			
IMPAD1	1.556751732	0.969259275			
CISD1	-1.043852946	0.935859305			
COMMD3	-10000	0.346044637			
DNAJB11	10000	0.040486068			
PCTP	6.54532323	0.207180295			
PADI1	-10000	0.387425481			
SLC35A3	-10000	0.067252098			
GOSR2	1	1			
PRODH	-10000	0.352005857			
FIBP	1	1			
TGOLN2	-10000	0.387425542			
RSL1D1	1	1			
VAMP5	-10000	0.02482497			
SFT2D2	1.970808074	0.580166043			
IGKV1-5	-10000	0.387425473			
INSR	10.94290534	0.679756751			
CDK1	1	1			
HLA-DRB4	10000	0.126775784			
RRM1	1.50783647	0.935857373			
RPA1	1	1			
MCM4	1	1			
DCAF7	-10000	0.340884983			
UBE2G1	1.573123125	0.434060793			
RAB11A	10.82965944	0.001698301			
MRPS5	1	1			
"=""SPOCK1"	10000	0.16205351			
RIPK1	-10000	0.083881938			
SART3	-10000	0.387425499			
PRKD1	-10000	0.180661175			
PUM3	-10000	0.387425534			
"=""MAPRE2"	-10000	0.030099944			
ZYX	-10000	0.111060194			
CYP51A1	3.494148897	0.580166156			
ARHGAP29	-2.036865682	0.908622908			
CLEC12A	13.21691674	0.22202206			
RARS2	-10000	0.134391937			
C10orf76	-10000	0.009896594			
TMEM214	-10000	0.22159452			
IRGC	1	1			
KCP	-10000	0.028932224			
HIST2H3A	1	1			
DHX32	-10000	0.036864215			
BNIPL	-10000	0.037461851			
C4orf19	-10000	0.06653172			
NAT8L	-10000	0.013073528			
MOSPD2	-10000	0.111138533			
THOC2	-10000	0.387425465			
"=""TBC1D22A"	-1.498606454	0.605521804			
RAB2B	1	1			
OSCP1	1	1			
NUDCD2	-10000	0.014501182			
GBF1	-10000	0.038142588			
CD101	10000	0.010792355			
VPS39	2.235561509	0.676581478			
PIK3R4	1.374090105	0.785758225			
DCTN5	1.530774288	0.676581224			
TMEM120A	-10000	0.112298663			
SPATC1L	2.686933076	0.071730076			
TUBB1	1	1			
NARFL	2.373149249	0.5801662			
VSIR	-10000	0.387425473			
RMND5A	-1.158389435	0.455865881			
UGT1A10	1	1			
GINM1	-10000	0.221594508			
DDX18	1	1			
SMPD4	-10000	0.221594528			
CACNA2D2	1.203998696	0.935859839			
DNAH2	1.028013407	0.881144232			
SERPINA10	-1.666916666	0.564356602			
NDRG4	-10000	0.06030024			
ATG4B	-10000	0.221594522			
IGLC7	-10000	0.192923568			
TARM1	-10000	0.040205171			
RNF223	4.373624444	0.156625276			
TOR1A	7.216344666	0.20718033			
APAF1	-10000	0.186154682			
APOL1	10000	0.010420409			
TPD52L2	-1.698472175	0.416612464			
ABCB7	1	1			
TIPRL	-10000	0.387425544			
MTA2	1	1			
PCNT	10000	0.039050485			
IL18BP	1	1			
PRL	-10000	0.193770072			
IGKV1D-16	-10000	0.221594531			
STATH	10000	0.002513055			
CELA3A	1	1			
NR2F1	4.488779174	0.074451213			
MYH7	-10000	0.335129644			
NCK1	-10000	0.387425537			
TMEM11	10000	0.151374122			
KLK2	-10000	0.221594503			
CA6	1	1			
"=""PIK3R1"	10000	0.126799163			
HSPA13	-10000	0.221594508			
FMO5	1.10533505	0.935769356			
FXR1	-10000	0.083881935			
NUP98	-10000	0.22159452			
INHBC	-10000	0.134391914			
SELENOT	5.688935842	0.071730057			
CYCS	-10000	0.353656813			
COL14A1	-10000	0.387425499			
MSLN	10000	0.126775783			
NID2	10000	0.126775791			
RFTN1	-1.257423381	0.574292539			
ADIPOQ	-10000	0.346539711			
ECM1	-4.580758136	0.181677073			
PPP6R3	-10000	0.221594516			
PCID2	-10000	0.387425536			
EFHC1	10000	0.126775784			
ARMC12	1	1			
TBC1D9B	-1.551549747	0.574292668			
CTR9	1	1			
GLB1L	1	1			
CLEC4G	-10000	0.134391911			
PRICKLE2	1.975747703	0.7456156			
FILIP1	1.428532952	0.580166147			
PRUNE1	1	1			
CADPS2	-10000	0.38742554			
FAM83A	-10000	0.063083684			
SERPINA12	3.433199172	0.580166253			
ATAD1	10000	0.152520358			
DAGLB	1	1			
DOCK8	-10000	0.066839194			
COQ8A	-10000	0.387425473			
PIWIL2	-10000	0.186116248			
SLC2A12	1	1			
OVCA2	-10000	0.134391909			
SLC39A7	-10000	0.023828445			
SPOCK2	-10000	0.387425552			
TSC1	-1.987413933	0.424497597			
TTC9	-1.074407353	0.785758141			
HDAC11	10000	0.030817497			
"=""RBM14"	10000	0.12677578			
NUDCD1	1	1			
MTR	-10000	0.111545837			
MENT	1	1			
TKTL2	1	1			
DPAGT1	1	1			
AGPAT3	2.184803977	0.949880325			
CLEC5A	-10000	0.193861739			
PLAC8	-10000	0.032613477			
PFDN2	-10000	0.08388193			
CPA4	4.197322212	0.580166311			
LRCH1	-10000	0.387425512			
IFT52	-10000	0.38742554			
IGLV4-60	6.488275065	0.207180318			
IGLV9-49	-10000	0.346539711			
KRT36	9.572982959	0.071730072			
MYO1C	-10000	0.387425512			
OGT	1	1			
CALU	7.821141159	0.668675355			
"=""LEFTY1"	1	1			
DHRS3	10000	0.126775784			
CABYR	1	1			
GLS	-10000	0.387425544			
TNFAIP8	-10000	0.221594534			
CDS2	1.805807027	0.935859674			
"=""IGKV1D-39"	1	1			
FES	-10000	0.353656813			
IGHV1-8	1	1			
FCGR2A	10000	0.030817495			
ACP5	1	1			
NME1	-10000	0.221594505			
SRM	10000	0.030817495			
SLC9A1	10000	0.126768312			
CRHBP	-10000	0.387425521			
IGFBP5	-10000	0.387425521			
U2AF2	-10000	0.192313854			
PRKAR2B	-10000	0.387425536			
PTGS2	1	1			
CPOX	-1.04866534	0.8483294			
GMPR	-10000	0.092697862			
"=""NAA10"	8.809951421	0.195451985			
CASP3	-10000	0.038201719			
FNTB	1.878788407	0.676581237			
HARS2	-10000	0.38742554			
CASP7	-10000	0.112372119			
"=""USP46"	10000	0.126775784			
RPL38	-10000	0.019422293			
DHODH	1	1			
SSRP1	1	1			
MALL	1	1			
SEMA3F	1	1			
OS9	-10000	0.387425473			
PDK2	-10000	0.38742554			
ADRM1	1.727722995	0.573237764			
PDS5A	-10000	0.387425537			
RABL6	-10000	0.083881925			
KLHL22	-10000	0.067237721			
ASPRV1	10000	0.126775794			
CCDC178	1	1			
EARS2	10000	0.126775781			
TANGO2	1	1			
CES5A	1	1			
BRWD3	-1.059614133	0.935859103			
CYP20A1	-10000	0.193897714			
KIAA1324	-10000	0.190619906			
RASGRP2	-10000	0.181270588			
C6orf120	10000	0.030817496			
PATL1	2.439483785	0.434060837			
GCNT2	-10000	0.112363378			
FAM98A	-10000	0.22159455			
LFNG	-10000	0.387425511			
TSTD1	-2.487168022	0.312743429			
"=""NEK7"	2.688811863	0.580166103			
DCAKD	-10000	0.18443637			
CPT1B	-10000	0.387425508			
ARHGEF2	-10000	0.193861739			
TEKT1	-10000	0.387425465			
PNPLA2	-10000	0.110411591			
C18orf25	-10000	0.22159452			
ERGIC2	1	1			
TEP1	-10000	0.220046741			
AIFM2	-10000	0.221594528			
NUP85	-10000	0.134391925			
PARD6G	10000	0.126775783			
SETD2	1.557654689	0.580166239			
LRRCC1	1	1			
GOLPH3L	2.849380393	0.580166115			
CERS4	-1.396710311	0.416612431			
NTN4	-1.126312244	0.943511957			
EPG5	-10000	0.181966032			
LRRC4C	3.712196886	0.63618209			
TBC1D13	3.253148148	0.580166235			
KLK14	-10000	0.387425473			
IL36RN	-10000	0.051461325			
UBA2	1	1			
PRKAG2	-10000	0.38742554			
NPC1L1	-10000	0.034252479			
LCMT1	-10000	0.387425481			
TEKT2	1	1			
"=""HIGD1A"	1.317864941	0.796879619			
GIT1	-10000	0.134391919			
REXO2	5.521601914	0.163037436			
GTF3C3	10000	0.126775784			
SPCS1	1	1			
ARHGAP10	-3.150097331	0.223838649			
NDUFA4	-10000	0.035790712			
CYB561D2	10000	0.126799163			
LEPROT	-10000	0.221594477			
GPAA1	-10000	0.221594528			
"=""NDUFA2"	-2.709627207	0.42682547			
ADCY5	1.138582989	0.580166202			
CLDN1	10000	0.030817497			
ICAM1	-10000	0.387425518			
"=""SLURP2"	1	1			
DAO	10000	0.1267758			
VAV1	-10000	0.186154682			
GPX2	1	1			
ENPP1	10000	0.044685141			
CXCR1	1	1			
CRYBB3	1	1			
EVI2B	1.805807027	0.935859674			
PSMB10	6.168606492	0.071730068			
GRK6	1	1			
XDH	2.938798461	0.958278351			
"=""RANBP2"	1.826430144	0.655235329			
CRISP1	-10000	0.387425521			
TFAM	-10000	0.221594485			
TAGLN	-1.374159481	0.785758046			
SCRN3	-10000	0.010682469			
LAMTOR4	-10000	0.387425481			
GRSF1	3.258730401	0.580166039			
SEMA3B	-3.530369869	0.595465218			
KEAP1	-10000	0.387425537			
CAPRIN1	1	1			
FAT1	-10000	0.134391921			
"=""LPIN1"	-1.151406484	0.68799923			
TNIP1	10000	0.030817495			
PLCL1	-10000	0.38742554			
MAPKAPK3	-10000	0.111060194			
HSDL1	1	1			
TPRG1L	-2.249609116	0.688412561			
ACBD5	1	1			
DCAF8	-10000	0.083881937			
EFCAB6	1	1			
OTUD7B	1	1			
MRPL14	1	1			
GDPGP1	-10000	0.352005857			
RRM2B	-10000	0.387425552			
LRP10	10000	0.12677578			
APBB1IP	-10000	0.164514688			
PHYKPL	1	1			
DDX60	10000	0.126775784			
CLYBL	1	1			
JAGN1	-10000	0.221594512			
COLGALT1	-10000	0.387425537			
PCSK9	1	1			
THAP4	-10000	0.387425544			
DHX38	10000	0.126775772			
SYMPK	1	1			
BCL2L2	3.704413666	0.434060786			
ESAM	3.326481481	0.647899806			
SCYL1	-10000	0.221594525			
FGD4	1	1			
VRK1	1.152852063	0.700669975			
APOL2	1	1			
TMEM175	1	1			
NTPCR	-10000	0.221594477			
ALG1	1	1			
TMEM59	-10000	0.192609151			
"=""ADGRE3"	10000	0.126799163			
MRPL4	-10000	0.38742554			
GTPBP4	1	1			
MCOLN1	1	1			
RNASE7	10000	0.030817498			
ATG5	-10000	0.134391896			
MRPL46	10000	0.126775809			
DEF6	2.812673629	0.613014636			
WDR54	1.019562367	0.785758215			
SIRT3	-10000	0.38742554			
ITSN2	-10000	0.106054083			
SLAIN2	-10000	0.387425536			
PTGFRN	10000	0.030817495			
HOOK1	-1.745893524	0.574292634			
ACIN1	-10000	0.387425518			
SLC6A14	10000	0.030817496			
SPG7	2.150898054	0.58016617			
SIGLEC9	10000	0.030817497			
MRPS23	10000	0.126775781			
DAAM1	10000	0.126799163			
CFAP20	10000	0.126775781			
ESYT2	-10000	0.134391925			
KRT33A	-3.074900133	0.428607556			
KRT33B	1.619723869	0.717656951			
KRT83	1.143993916	0.554069966			
RHOD	-10000	0.221594534			
PLD2	-10000	0.181201729			
DENR	-10000	0.221594508			
SPAG9	1	1			
ENTPD6	1	1			
STK16	-10000	0.193770072			
DDAH1	10000	0.036986179			
BCL10	-1.082978694	0.93585844			
APOA2	-1.291105861	0.785758236			
LDHC	1	1			
MSMB	-10000	0.053470237			
ACR	1	1			
F5	4.040428318	0.511228425			
GP1BB	10000	0.030817497			
TIMP2	-10000	0.134391905			
ABO	-10000	0.104522553			
CDH2	-10000	0.034066114			
POLR2E	3.827566672	0.580166292			
EFNA1	-10000	0.106137191			
RASA1	2.065265686	0.935858992			
MAL	-10000	0.326382488			
PTPRD	10000	0.150337133			
PSMB9	3.239718242	0.58016626			
SLC26A3	1	1			
CD200	-10000	0.083881939			
PIK3CB	-10000	0.221594493			
PHKA2	-10000	0.387425537			
RANGAP1	-10000	0.38742554			
ENTPD1	10000	0.126799163			
"=""RASSF2"	-10000	0.353656813			
SCNN1B	-10000	0.387425465			
AGFG1	-10000	0.387425473			
HCCS	1	1			
RAB38	-10000	0.387425473			
SESN2	-10000	0.106450625			
GMFB	-10000	0.221594499			
"=""ELF3"	1.348548966	0.935859802			
GSTM4	-10000	0.10640367			
HLA-B	1	1			
STX5	-10000	0.387425546			
PABPC4	1.098974657	0.580166235			
BYSL	1	1			
MCM6	-10000	0.387425542			
"=""EPHA7"	-10000	0.387425478			
FAM98B	-10000	0.387425473			
ZFYVE26	1	1			
STYK1	-10000	0.352005857			
MYORG	1	1			
