GeneNames		rank
STXBP1		-0.600634761
WASF2		-0.600634761
ENDOU		-0.600634763
PGRMC1		-0.600634763
DNPEP		-0.600634765
RIC8A		-0.600634765
TMOD3		-0.600634765
ANTXR1		-0.600634767
ASPDH		-0.600634767
LBR		-0.600634767
CD68		-0.600634768
CLDN2		-0.600634768
ERAP1		-0.600634768
FAM213B		-0.600634768
FUK		-0.600634768
IGHV3-72		-0.600634768
MUC13		-0.600634768
PPM1A		-0.600634768
PRSS3		-0.600634768
TXNDC5		-0.600634768
UMPS		-0.600634768
YOD1		-0.600634775
FBLN7		-0.600634779
DAG1		-0.600634782
KRT2		-0.600634782
MAP2K1		-0.600634782
KLK10		-0.600634784
TUBAL3		-0.600634784
CD151		-0.600634786
EMC1		-0.600634786
ME1		-0.600634786
TIMP1		-0.600634786
TPM3		-0.600634786
KRT77		-0.600634787
KLK13		-0.600634789
TMEM106A		-0.600634789
ABCB11		-0.600634796
ADSS		-0.600634796
GCDH		-0.600634796
HK1		-0.600634796
IGHV3-49		-0.600634796
IGLV3-21		-0.600634796
NAXE		-0.600634796
RAP2B		-0.600634796
RRAGA		-0.600634796
WBP2		-0.600634796
XPOT		-0.600634796
RASAL1		-0.600634798
REG1A		-0.600634798
SHMT2		-0.600634798
AP2A1		-0.600634801
IGKV1-27		-0.600634801
ILK		-0.600634801
PEX11B		-0.600634801
SLC15A4		-0.600634801
CES2		-0.600634803
CDH1		-0.600634806
MFAP4		-0.600634806
KLK12		-0.600634808
TTC22		-0.600634817
CD47		-0.600634831
GALK2		-0.600634843
GSTM4		-0.600634858
IGLV1-47		-0.601183945
MT-CO1		-0.602491717
EFHD1		-0.603682236
LRRC15		-0.604997096
SYNGR2		-0.605800125
CDK5RAP2		-0.60628962
ECHDC3		-0.606516301
CSRP1		-0.609386515
ACSS3		-0.6094985
BPHL		-0.60979502
DARS2		-0.611852041
SLC1A5		-0.612944006
PPP2R5A		-0.614308724
RAP1GDS1		-0.614808053
EEF1B2		-0.615444712
LMNB1		-0.61655903
EIF3D		-0.620624564
LMBRD1		-0.621694804
AP1M1		-0.621831525
UNC13D		-0.622896732
S100A10		-0.623090512
MTOR		-0.626788978
RAB3A		-0.627396682
CRYAA		-0.628658628
ATP5L		-0.631741556
KIF3B		-0.633177801
GSN		-0.634617812
DYRK2		-0.634944518
SSR1		-0.63526254
PRSS23		-0.638546387
LRRC57		-0.640436054
SSR4		-0.640925309
NCF1		-0.640955274
PLLP		-0.643083528
CYP4F22		-0.645138318
SNX1		-0.64764677
PPIC		-0.648026235
DMD		-0.649077008
UPK1B		-0.650030264
RAB11FIP5		-0.650618317
HNRNPD		-0.651077367
TAP1		-0.653279828
PRKACB		-0.65384614
ALOX5		-0.653849198
NPM1		-0.653853928
SGPL1		-0.653877648
PIPOX		-0.653887697
B3GNT2		-0.653916004
CNFN		-0.653925838
MUC4		-0.653925838
RPS15A		-0.653943057
ACAD9		-0.653998091
DHX15		-0.653998091
HDHD2		-0.653998091
PON1		-0.653998091
SEC24C		-0.653998091
XYLB		-0.653998091
C1S		-0.654009613
MIOX		-0.654009613
NAP1L4		-0.654009613
DIP2B		-0.654022481
USP7		-0.654107798
WASHC4		-0.654142682
RPL13A		-0.654166997
KRT85		-0.654233833
SUCNR1		-0.654233833
CTBS		-0.65429484
PRKCI		-0.654366992
TSPO		-0.654481122
NDUFS8		-0.654958121
MINDY1		-0.655087533
ABHD12		-0.655483512
IDH3B		-0.656035729
ENOPH1		-0.656087222
CTDSP1		-0.656161998
TM9SF2		-0.656390186
GNAS		-0.65639955
NQO1		-0.656517964
PRKAR1A		-0.656579807
TMED2		-0.656775931
RPL7A		-0.657184431
RPS5		-0.65742364
STIP1		-0.65742364
ATP6V1G1		-0.6589055
RNF213		-0.659060612
HNRNPH2		-0.659922997
RPS6KA3		-0.659955475
EIF3M		-0.660542751
PTK6		-0.660777628
AFDN		-0.661601343
CRKL		-0.661675173
SPRR1A		-0.661688406
GSTA1		-0.662039026
TARDBP		-0.662398026
TXN		-0.66435968
YKT6		-0.664489365
CNTN1		-0.664978545
EFNB1		-0.666149839
RPL21		-0.666377658
FECH		-0.667071379
KRT3		-0.667071409
UPP1		-0.668603674
ALPI		-0.670721693
GLS		-0.670721693
TXNRD1		-0.670752258
SERPINH1		-0.671524834
CD44		-0.673262471
MMP7		-0.673307515
ABCC2		-0.674779965
DYNLL1		-0.674779965
PTGR2		-0.674779965
SERPINB2		-0.675348987
ENPP4		-0.677722332
DIRC2		-0.677771511
NBEAL2		-0.67833947
MPI		-0.678532097
GMPPA		-0.678872773
RHPN2		-0.678872773
STRAP		-0.678872773
AK3		-0.679615644
PPA2		-0.680720247
DYNC1I2		-0.681717717
PLOD1		-0.681889678
RPS10		-0.683239486
MNDA		-0.684201268
APOC3		-0.684489869
EXOC3		-0.685438527
CDC37		-0.686481679
PSAP		-0.686747326
CYP4F3		-0.68729196
RPS11		-0.687416392
GBP1		-0.687646234
PAICS		-0.688520793
STXBP3		-0.689717219
PLSCR4		-0.689952806
MVB12B		-0.691460657
SORL1		-0.691983852
ACSL5		-0.692030974
RPL14		-0.692030974
FSCN1		-0.695125535
TMED7		-0.695330038
TWF2		-0.69608085
ACSM3		-0.696750076
ERLIN1		-0.697114129
VMO1		-0.697450686
GAMT		-0.699026173
RPL10A		-0.699380876
DDT		-0.699980072
ATP8A1		-0.701499941
CAMP		-0.701523989
GALNT18		-0.702066906
SLC6A8		-0.702066906
TSN		-0.703027026
LRP5		-0.70484445
DNM1L		-0.705333412
CNN3		-0.706056156
NONO		-0.708120093
GSPT1		-0.7088912
ILF2		-0.710877263
PLP2		-0.712645172
ITGA2		-0.712646922
DIAPH2		-0.713966367
NECTIN2		-0.714291461
PLBD1		-0.714355825
TRIM28		-0.714519201
NQO2		-0.715053678
NDUFB10		-0.717213416
SLC26A11		-0.722316756
INHBE		-0.723953614
ARL15		-0.724371807
TM9SF3		-0.724674343
SDR9C7		-0.724709568
FNBP1L		-0.725895863
CD38		-0.727123464
SYT7		-0.727153302
F11R		-0.729441043
MLEC		-0.730796933
EFR3A		-0.730802512
PAK2		-0.731325691
GYS1		-0.731516086
FABP3		-0.73560055
SPNS1		-0.73731325
EXOC2		-0.737456603
HPRT1		-0.737676139
PCMT1		-0.738334609
IGKV1-6		-0.739416294
IDE		-0.740532489
SLC35F6		-0.744385017
OAF		-0.745013707
MOGS		-0.74558276
SEMA5A		-0.745837238
ALDH1A3		-0.746018056
GPX3		-0.746433183
MYADM		-0.749488271
SMIM5		-0.751539826
SPR		-0.751891198
PRKAB1		-0.754337517
SLC15A1		-0.756224562
PRSS2		-0.756517925
APPL1		-0.75692507
SORT1		-0.757241427
KIFAP3		-0.757538017
PSMD14		-0.757954089
ARMC9		-0.758919615
DPT		-0.759061975
GPC1		-0.760690188
ETHE1		-0.763720664
CHP1		-0.765683206
CYBA		-0.766345163
LAMA5		-0.76669282
TRPV5		-0.769971332
GSDMA		-0.770812227
GLMP		-0.770925274
TRIM23		-0.771841861
PLPBP		-0.772828447
SNF8		-0.77418248
FAT4		-0.774744975
PSMB3		-0.775024524
RAP2C		-0.776068975
SAR1A		-0.776685948
MARC2		-0.777374371
PSMB2		-0.777527715
GCLC		-0.779234091
C1QB		-0.779414014
SH3BP4		-0.780799216
DUSP3		-0.781382882
IGSF8		-0.783106023
NLRX1		-0.784197703
LUM		-0.784197719
PPT1		-0.784197777
CD82		-0.784971317
C2		-0.786285633
SPRYD4		-0.788197418
GLB1		-0.789169732
IGKV3-11		-0.79399566
NSDHL		-0.794623975
RARRES2		-0.796673677
ABHD11		-0.796987247
PHYHD1		-0.796987255
GGT6		-0.796987266
AGL		-0.796987272
GSTM2		-0.796987272
SCFD1		-0.796987272
PLIN3		-0.796987277
PGRMC2		-0.796987285
SUN2		-0.796987285
RAB17		-0.796987291
FAM83H		-0.796987293
PPCS		-0.796987293
EPX		-0.796987299
KDELR2		-0.796987299
STK11		-0.796987299
HTRA1		-0.796987302
AP3D1		-0.796987304
COPS4		-0.796987304
PARP4		-0.796987304
RNASE4		-0.796987304
TUBB8		-0.796987304
ACSL3		-0.796987307
ARL8B		-0.796987307
FERMT2		-0.79698731
RPS13		-0.79698731
ABCC4		-0.796987313
GGACT		-0.796987313
KIF3A		-0.796987313
VIM		-0.796987313
HNRNPL		-0.796987315
JCHAIN		-0.796987318
NDUFB9		-0.796987318
SURF4		-0.796987318
DHRS7		-0.796987321
TPP2		-0.796987321
VWA1		-0.796987321
GLA		-0.796987323
C1R		-0.796987329
HLA-DMB		-0.796987329
ABI1		-0.796987332
CCM2		-0.796987332
WASHC5		-0.796987332
CRIP2		-0.796987334
DPYSL2		-0.796987334
MGST1		-0.796987334
TCN2		-0.796987334
SLC11A2		-0.796987342
CLEC3B		-0.796987345
LRRC47		-0.796987348
MX1		-0.796987351
MIF		-0.796987353
PMVK		-0.796987353
RPS18		-0.796987353
GNG12		-0.796987356
SERINC1		-0.796987359
CPE		-0.796987361
MAN1C1		-0.796987361
NUMA1		-0.796987361
PCBP2		-0.796987361
FDXR		-0.796987375
C1QC		-0.796987378
NPC1		-0.796987419
FLG2		-0.796987424
GBA		-0.798311363
HPCAL1		-0.798777642
AP3B1		-0.799537674
ACOT11		-0.800368027
SLC2A3		-0.80181568
SLC2A2		-0.802338175
GMDS		-0.802638949
CSPG4		-0.802840049
IPO5		-0.806387751
KRT31		-0.810110888
STXBP4		-0.810923049
SARS		-0.812143246
ACTBL2		-0.816875454
GANAB		-0.818966695
S100A7		-0.820377742
DNAJB1		-0.823357453
MUT		-0.823779919
KLC4		-0.824013853
PCOLCE		-0.826619998
EIF4A2		-0.826813735
HMOX1		-0.827345861
BZW1		-0.828099533
TLDC1		-0.828592997
FMO1		-0.828868859
RPL5		-0.831173606
HMOX2		-0.832975538
ATP8B1		-0.836368571
GMPPB		-0.837338638
SH3GLB2		-0.837656701
PKN2		-0.839722459
TOMM70		-0.839854338
GAPDHS		-0.840400555
STOML2		-0.84046363
ITLN1		-0.841004849
ARSE		-0.845468866
CCNY		-0.845997637
RDH12		-0.846444379
STT3B		-0.846452597
TMEM33		-0.846778076
PSMB4		-0.847119923
PFKFB2		-0.847495
EXOC5		-0.849032728
PITPNA		-0.850015418
SNX5		-0.850027351
SLC12A9		-0.853757406
GALNT12		-0.855858762
SFRP1		-0.856552889
TMEM205		-0.85742318
SPARCL1		-0.858062745
COTL1		-0.858295018
TUBA1B		-0.858317701
SPPL2A		-0.859610584
CPT1A		-0.859994851
COL4A2		-0.863471785
OSTF1		-0.864139607
NAPG		-0.864325436
PAFAH1B3		-0.868006163
MYL12A		-0.868011249
ROBO4		-0.868056256
CILP2		-0.868058654
LYZ		-0.868091379
LYPLA2		-0.868236022
TLR3		-0.868341593
KMO		-0.86838803
HDAC6		-0.868489724
TNFAIP2		-0.86889109
CLCN5		-0.869245575
ETF1		-0.869442033
SAMHD1		-0.869677845
PERP		-0.869923632
EBP		-0.870431254
TRIM25		-0.870771665
SEC31A		-0.87112194
SLC27A2		-0.871307546
FBLN5		-0.871330338
CKMT1A		-0.871511326
SNX4		-0.871751368
SLC12A6		-0.871760467
HACD3		-0.871797048
ERGIC1		-0.872198834
CPXM2		-0.872457148
APP		-0.872833825
CPNE2		-0.87354944
CYBRD1		-0.873623304
SLC22A5		-0.874296618
TXNL1		-0.874411784
PRKCZ		-0.875106298
RAB8B		-0.875755399
KATNAL2		-0.875794393
RAP1B		-0.876358037
CSK		-0.877306677
ADAM10		-0.877915325
ACSS1		-0.879894731
TFRC		-0.879900512
ARL6IP5		-0.881188896
RNF13		-0.885615548
FARSB		-0.886440119
DDX1		-0.888174495
MYOC		-0.888174495
IGKV3-15		-0.889002184
ATP12A		-0.88963056
RAB13		-0.890279037
SYNCRIP		-0.891371497
CHMP4A		-0.891711843
TPMT		-0.891837277
PGM3		-0.8920227
HOXA7		-0.892480957
CALML3		-0.893408431
LARS		-0.893463631
ACSM2A		-0.89588372
SCP2		-0.896103271
FN3K		-0.89835089
EIF5		-0.90119255
VPS37C		-0.901198656
RUVBL2		-0.902319375
BLMH		-0.9023964
DCTN2		-0.902460341
ZMPSTE24		-0.902724406
PKD2		-0.903152704
RPL18		-0.904016909
SLC34A1		-0.904081835
HGS		-0.904187344
RTCA		-0.904321776
TUBB6		-0.905091984
SLC22A4		-0.905430609
ECH1		-0.906193329
RRAGC		-0.907462917
ACY3		-0.907644277
OSBP		-0.907970693
RAB22A		-0.909212117
HIBADH		-0.910481968
GPX1		-0.911052252
EDIL3		-0.913546265
RBP5		-0.913726549
PSMA4		-0.914296867
PRPS2		-0.915475129
LAMTOR1		-0.919546923
PRKAA1		-0.919763633
RPL9		-0.919799345
CYB5A		-0.920985823
SIRPA		-0.921496503
PSMB5		-0.921513341
IL1RN		-0.925710893
SSH3		-0.925767896
PIP4K2C		-0.928835882
NT5E		-0.929417615
UFL1		-0.931882844
SLC9A3		-0.932855845
STT3A		-0.93288639
CORO1C		-0.932947246
PTPN11		-0.936470176
HMGCL		-0.937630109
NAGA		-0.937822831
IPO7		-0.938976833
MOB1A		-0.939463932
CAB39L		-0.940118505
RPL10		-0.940651302
SFPQ		-0.941020978
KRT20		-0.942019679
RUVBL1		-0.943562522
SMPD1		-0.943930792
SEC23B		-0.947356291
PAPPA2		-0.947549754
TMED9		-0.94830683
PRG2		-0.948669083
CPPED1		-0.94876705
SMO		-0.949908699
EXOC4		-0.950671111
RAB12		-0.95360061
MYO7B		-0.954886108
RHOF		-0.955330488
FAM213A		-0.956222908
MVK		-0.956293791
CDK5		-0.957119474
PGA3		-0.95716321
EIF3C		-0.958838998
ARSB		-0.959437527
PDZK1IP1		-0.96038185
GPX4		-0.960632022
NT5C		-0.960852393
CLN3		-0.961373075
PAK4		-0.962405797
RAB3B		-0.963850442
HSPA4L		-0.964089874
EIF3F		-0.964251319
BDH1		-0.965356851
LANCL1		-0.965463088
ALOX15B		-0.969134541
G6PD		-0.971339198
KCTD12		-0.972185053
LRBA		-0.974123765
WARS		-0.974333083
FERMT3		-0.979045312
RTN3		-0.979820707
ASNA1		-0.980274043
DCTN1		-0.981377211
SCRN1		-0.981418849
PSMB1		-0.981418866
NUTF2		-0.981418878
DNPH1		-0.98141889
BTD		-0.981418895
HAGH		-0.981418895
AP2M1		-0.981418903
AIMP2		-0.981418907
DDX17		-0.981418911
FBLN1		-0.981418915
RPL18A		-0.98141892
MARS		-0.981418924
GART		-0.981418928
SLC31A1		-0.981418928
ENOSF1		-0.981418932
SLC25A10		-0.981418932
SPAST		-0.981418936
UNC45A		-0.98141894
RPS7		-0.981418945
SLC15A2		-0.981418945
PICALM		-0.981418949
UBE2N		-0.981418949
AK1		-0.981418953
PLOD3		-0.981418957
LETM1		-0.981418961
TSPAN6		-0.981418961
AFG3L2		-0.981418965
ERP44		-0.981418965
NAT8		-0.98141897
S100A14		-0.981418974
ACOT1		-0.981418982
MT-ATP6		-0.98141899
PIP		-0.981418995
RPL11		-0.981418995
ALDH1B1		-0.981419007
SDHB		-0.981419032
CSNK2A1		-0.981909764
MAPK3		-0.981911247
TGM3		-0.983831738
HK3		-0.984456635
ZDHHC1		-0.985144126
MAP2K2		-0.985516193
UCHL3		-0.987323869
LYPLA1		-0.988381068
ANG		-0.988431442
UGGT1		-0.988490967
EPB42		-0.988849046
STAMBP		-0.991649347
TGFBR3		-0.99265925
ALAD		-0.992879744
TBC1D10A		-0.993764169
EIF3E		-0.995355438
PSMD1		-0.997246116
STRADB		-0.997934767
YWHAH		-0.997976505
BCKDHA		-0.998505453
CBR3		-0.999049467
MGAT5		-1.002403715
DEFA3		-1.003516138
SLC17A3		-1.005216889
IVL		-1.005816914
RPS16		-1.005824313
CD81		-1.00770105
CSTA		-1.009708978
IGKV2-28		-1.009847652
NIT1		-1.010985487
TYMP		-1.011224333
S100A16		-1.011540875
C11orf52		-1.016120052
VPS29		-1.018015546
PLA2G15		-1.019282299
PLA2G4D		-1.019873947
SLC22A13		-1.020010176
CMAS		-1.021229869
EFEMP2		-1.023661619
SLC22A2		-1.030320352
RAB29		-1.032537389
GLG1		-1.032820657
ARCN1		-1.034435492
C21orf33		-1.035613594
ATL3		-1.036302978
H3F3A		-1.040869758
ACTB		-1.041726962
UBR4		-1.042222093
FAM129B		-1.043627547
MGAT1		-1.043835571
MUC21		-1.043871114
RRAS		-1.04534703
TMEM30A		-1.045926995
IFITM3		-1.046787023
SMS		-1.049251763
CRYBG1		-1.049879242
CDH11		-1.050344828
ARHGDIB		-1.050605938
RAB32		-1.051571741
NUCB1		-1.054405379
ARMT1		-1.055149523
SACM1L		-1.055457577
ALDH5A1		-1.05678761
GM2A		-1.059343214
AQP7		-1.060340503
PSMA6		-1.063289166
GSTM1		-1.066644012
FREM2		-1.067765051
SLC25A12		-1.068113788
PHPT1		-1.072796749
ATP6V1C2		-1.072815941
TOM1L2		-1.073257153
MGLL		-1.07483063
DNAJC13		-1.07498255
UBXN6		-1.075062729
SOD1		-1.076165696
GSTT1		-1.07658636
OGDHL		-1.077759941
FUT6		-1.078567133
PTPN6		-1.078688907
SYTL1		-1.07897529
ILVBL		-1.079728465
HEBP1		-1.080111402
PSMD7		-1.080743768
EIF2S3		-1.080835031
ALDH3A1		-1.082137124
SCAMP2		-1.082203411
LYPLAL1		-1.083612554
PSMC1		-1.083657566
NANS		-1.084072609
HUWE1		-1.084322827
ESYT2		-1.084449449
UGT1A9		-1.085361153
EPS8L1		-1.086302528
PSMA3		-1.086583052
PSMA2		-1.08666756
PTPRS		-1.088632265
COX4I1		-1.088852393
DNAJC5		-1.091269106
SOD2		-1.092557493
BIN1		-1.092838769
RTCB		-1.093193251
CLRN3		-1.094458496
AP1M2		-1.094511439
ABCD4		-1.094511444
RPL6		-1.094650253
F9		-1.094759325
DCD		-1.09626571
PSMC4		-1.096641762
APPL2		-1.09714667
PCYT2		-1.09714667
SDCBP2		-1.097350796
TRIP10		-1.097439214
PSME2		-1.09748565
PSMA1		-1.098755135
EPB41L1		-1.106860573
ECHDC1		-1.107469701
TFG		-1.108776279
ALDH16A1		-1.112112981
CROCC		-1.112153259
PABPC1		-1.112506677
SLC5A8		-1.112623541
RPL15		-1.11304267
MCCC2		-1.113984139
PAFAH1B2		-1.113999718
VNN2		-1.114015116
TSPAN3		-1.115061473
ABAT		-1.11563174
HBD		-1.116706611
GLOD4		-1.116765342
CHMP3		-1.116773832
HNRNPC		-1.117031405
CYB5R1		-1.11887312
DPP3		-1.119369519
TAOK3		-1.120330686
PTPRC		-1.1208852
VPS26A		-1.121114652
DNAJC11		-1.123640927
EIF3B		-1.124199485
SEC22B		-1.129133075
CUL3		-1.129270882
HEBP2		-1.129382564
PA2G4		-1.129475522
SH3GL1		-1.131690603
C1RL		-1.131695608
SCPEP1		-1.131735827
DGLUCY		-1.131742685
RPS3A		-1.13207165
VARS		-1.134661937
SLC25A4		-1.13502097
EIF4G1		-1.136750976
ARPC3		-1.140637117
KIF13B		-1.140997148
NT5C2		-1.141415442
TECR		-1.143700325
HSP90AB2P		-1.143728489
AMY1A		-1.145192404
MYO1E		-1.145625224
PDLIM5		-1.147224256
PAPSS2		-1.148272231
DNAJA2		-1.148566892
RPS8		-1.148918213
IVD		-1.149038431
PRTN3		-1.149160109
H2AFY		-1.149799473
HSD17B12		-1.149836032
TACSTD2		-1.150942092
SLC44A1		-1.151483788
DBT		-1.151772242
CPNE5		-1.154525509
RAB1B		-1.156793636
TJP2		-1.157528471
RAB18		-1.158260663
ACOX3		-1.158548724
NEU1		-1.158548724
TSTA3		-1.158548749
ABCB6		-1.158548774
DAB2		-1.15854878
ALOX12B		-1.158548793
MEGF8		-1.158548793
TMED10		-1.158548793
MGST3		-1.158548805
SULT1C2		-1.158548818
BPIFB1		-1.158548831
GPR155		-1.158548831
PPP1R7		-1.158548831
USP9X		-1.158548831
NIPSNAP1		-1.158548837
RP2		-1.158548837
TMEM63A		-1.158548837
SLC1A1		-1.158548849
UPK2		-1.158548856
CSE1L		-1.158548862
S100A11		-1.158548868
TPRG1		-1.158548881
CTSZ		-1.159993478
ITIH3		-1.161479114
GSS		-1.16155295
CORO1A		-1.16188052
C4BPA		-1.162446774
USP14		-1.163513371
RPS9		-1.167314589
RAPGEF3		-1.168389517
SLC7A8		-1.168660312
CHMP4C		-1.169130382
FAM49B		-1.170416972
CLIC6		-1.171067898
SLC9A3R2		-1.171566608
PSMD6		-1.172468375
XPO7		-1.172633739
CSNK1A1		-1.172648261
NDUFV1		-1.175322474
CAMK2D		-1.176914097
EFEMP1		-1.17724803
HNRNPA3		-1.179081115
RPL3		-1.180031381
CDHR2		-1.18003825
PDIA4		-1.180179172
APOH		-1.180588459
CRAT		-1.180613446
MFSD12		-1.181179089
IQCC		-1.185670622
PSMC2		-1.186698504
CHMP6		-1.189236347
RAB43		-1.19021118
FLII		-1.191954536
TALDO1		-1.192626421
MMP9		-1.193609051
EIF6		-1.193893028
CAPZA1		-1.199292872
GPC3		-1.200675382
GPC4		-1.213015193
CD177		-1.215210479
RENBP		-1.216347463
TMPRSS11E		-1.217492612
IARS		-1.218579973
PSME1		-1.220720775
EFCAB6		-1.222020199
APRT		-1.224124215
RPL7		-1.224550413
GLTP		-1.227379034
XRCC6		-1.227406064
ARL3		-1.228031741
ARF4		-1.234554296
NME2		-1.236367539
TPT1		-1.241037055
BPI		-1.241403676
GRB2		-1.242645839
TNXB		-1.244828043
FOLR1		-1.245105714
ADH6		-1.246419469
ACADS		-1.24754009
UBA6		-1.255680311
TMEM106B		-1.255752139
SMIM24		-1.256613321
TRHDE		-1.259084876
RPL4		-1.259265051
PLS1		-1.25968796
SNAP23		-1.259992867
TMEM27		-1.261444295
AZU1		-1.261818356
C7		-1.261847832
MARCKS		-1.262078275
DNAJA1		-1.264132304
FUCA2		-1.2660388
EEF1D		-1.266782987
FAH		-1.269655072
RALA		-1.269697166
PTPN23		-1.27033792
CTTN		-1.271666472
HEXA		-1.274382972
TOMM40		-1.276021052
ARPC4		-1.277923508
RPS6KA1		-1.278952295
ITGA3		-1.279928061
FAM129A		-1.284436418
UCHL1		-1.284850818
ITIH1		-1.288310974
PGM2		-1.288662552
GDA		-1.289521026
USO1		-1.289789225
DDX39B		-1.290208063
FLNA		-1.291606867
PARD6B		-1.293087571
EPRS		-1.294089792
IGHV3-7		-1.296721513
C8B		-1.297101608
F11		-1.297330771
TUBB2B		-1.297826713
HIST1H2AJ		-1.298075884
IMPDH2		-1.298338501
PRDX3		-1.299399384
CYC1		-1.302078083
IGHV3-74		-1.302509156
GSTO1		-1.304104251
XPNPEP1		-1.304314472
TMEM176B		-1.304351039
SLC2A1		-1.304792611
GLO1		-1.305067019
MYL6		-1.305525758
CALM3		-1.306127578
MSRA		-1.306719954
HSPA12A		-1.306792423
IARS2		-1.306850695
XRCC5		-1.30816245
HYOU1		-1.309616221
SAMD9		-1.309660706
XPO1		-1.309660733
ANKFY1		-1.309857625
GPD1L		-1.311054208
SLC22A11		-1.311509878
TGM4		-1.311677976
POF1B		-1.31252487
DLD		-1.31321422
CPNE1		-1.313433903
SCRN2		-1.313500171
DNASE1		-1.315902592
ITIH2		-1.315927913
PPP2R2A		-1.315955843
ECM1		-1.317956349
SCCPDH		-1.318043002
SPTBN2		-1.318831594
VPS25		-1.319604098
MUC5B		-1.320242029
RHOG		-1.322240642
NDUFS3		-1.322451444
DSC2		-1.323592534
RAB35		-1.326515724
RDH11		-1.327311423
DSTN		-1.327371112
IGKV4-1		-1.328952954
PSCA		-1.329008488
ARL8A		-1.329578544
GALK1		-1.330684961
ATP6V0D2		-1.33068497
LCN2		-1.330684989
SOD3		-1.330684989
ALDOC		-1.330685017
RNASE2		-1.330685017
RPS2		-1.330685017
TMEM43		-1.331011243
CA4		-1.334206641
CD55		-1.335172182
QDPR		-1.336069091
TAGLN2		-1.336292612
AKR1C2		-1.33715882
BCAP31		-1.337566632
CARMIL1		-1.33787882
CEACAM8		-1.338460476
FCN2		-1.338573516
SND1		-1.339934132
LPL		-1.34830136
PSMA7		-1.348600556
HIBCH		-1.349199002
PTTG1IP		-1.351206721
SERPINA6		-1.352480796
MFGE8		-1.352841924
GPT		-1.352945986
IDH3A		-1.353714696
ABCD3		-1.355090442
HYAL1		-1.358824962
DECR1		-1.359154485
PLXNB2		-1.361671961
ETFDH		-1.365514578
GALNS		-1.368345548
PAFAH1B1		-1.372741778
AKAP4		-1.373319527
SFXN1		-1.373770305
PREP		-1.375448076
GARS		-1.376427095
PARK7		-1.3787026
DNM2		-1.382467167
FABP5		-1.383054106
ACAA1		-1.383504111
RAB25		-1.383988047
ELANE		-1.385137982
RAB5B		-1.389475213
IGHG4		-1.390157036
SLC22A8		-1.390971748
DDAH1		-1.392432461
ATP6AP1		-1.393638652
CAT		-1.397658427
SLC25A24		-1.398333473
SULT1A1		-1.398613763
ESYT1		-1.399289861
GLYAT		-1.401258701
BLVRA		-1.401854818
ACAT2		-1.402619408
LONP1		-1.405156195
IGFBP7		-1.405210169
GNPDA1		-1.406947085
HNRNPH1		-1.410103913
CDH16		-1.410182672
CRABP2		-1.410287707
OLA1		-1.41256723
CRB2		-1.416768185
HSPA6		-1.417464525
C5		-1.418455838
SARG		-1.420076937
HSDL2		-1.423268858
KRT80		-1.424032338
GALM		-1.4245866
ARL13B		-1.424777367
GIPC1		-1.425370467
OXCT1		-1.425906476
TMPRSS11D		-1.426926904
DHX9		-1.427918126
MAN2B2		-1.434008475
SERPINB12		-1.437130977
SPTA1		-1.43871705
CYSTM1		-1.438846719
GCA		-1.441648285
DLST		-1.443717441
TRIM47		-1.444565096
QPRT		-1.446278918
EIF5A		-1.449551228
PLCG2		-1.455518047
PLD3		-1.4556786
C4A		-1.45614475
NDUFA10		-1.457198628
PTPA		-1.457335167
ETFB		-1.457765042
TRIM29		-1.458557805
PFKM		-1.458861302
ITCH		-1.464658136
PPP2CB		-1.466810131
DIAPH1		-1.469829025
ITGB2		-1.472055562
PSMD12		-1.47364065
ISLR		-1.474687983
SLCO4C1		-1.477364602
ACADSB		-1.479265186
GHITM		-1.47991253
RAB27B		-1.479933394
SDCBP		-1.479933407
STX7		-1.479933407
APEH		-1.47993342
MAOA		-1.47993342
SLC5A9		-1.47993342
TARS		-1.479933433
CA12		-1.479933446
SUCLA2		-1.479933472
HNRNPA1		-1.482098162
STEAP4		-1.484652276
OPLAH		-1.486473894
TRAP1		-1.48665558
ORM2		-1.487998901
PRKAG1		-1.488077634
DSG1		-1.48938386
YWHAQ		-1.491608833
BST1		-1.492758861
ANXA13		-1.492829708
ATP6V1C1		-1.495498174
EML2		-1.495855382
CEACAM7		-1.496041867
PSMC6		-1.497629014
ALDH3A2		-1.49916556
CEL		-1.499165656
PSMC3		-1.499165684
KRT72		-1.500474131
HEXB		-1.500581672
RPS4X		-1.501920166
GDI1		-1.51037721
EIF3L		-1.512110012
TUBA4A		-1.516148912
OXSR1		-1.516816164
LCP1		-1.517108331
ARPC1B		-1.517531814
AMY2B		-1.519576277
VPS36		-1.520885456
CKAP4		-1.523387834
METTL7A		-1.525585463
BHMT2		-1.526631495
TRIM16		-1.527346507
PSMD5		-1.52766262
POR		-1.527978232
RAB8A		-1.53002926
SRI		-1.532764986
SERPINB13		-1.532846951
PTGDS		-1.533622297
ASL		-1.534799695
TMBIM1		-1.535095954
AARS		-1.545940887
CST3		-1.546366192
PDIA6		-1.546427473
CD59		-1.547592998
CTSH		-1.549382175
GIPC2		-1.550160507
NEDD4L		-1.554460416
CYBB		-1.554988554
AK4		-1.556696872
LMAN1		-1.560198174
PLPP1		-1.561362845
ACTN1		-1.562259122
TMPRSS2		-1.562419733
ANXA9		-1.563975633
PACSIN3		-1.564738167
TAOK1		-1.569288698
CTNNB1		-1.569368559
